id,original_amount,txn_date,plaid_category,plaid_dirty_name
121140,7.69,2019-11-08,"['Shops', 'Department Stores']",ROSS STORES #1 11/08 PURCHASE CRESTWOOD IL DEBIT CARD *0044
13670,7.39,2020-01-06,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
21941,6.94,2020-04-29,"['Shops', 'Pets']",CHEWY INC
81131,127.21,2020-07-29,"['Shops', 'Beauty Products']",Sephora
37768,8.11,2020-11-23,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
72616,50.0,2020-10-29,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 10/28
18073,4.0,2020-01-10,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 01/09
94131,14.38,2020-11-30,"['Food and Drink', 'Restaurants']",Tropical Smoothie Cafe
103492,17.05,2020-01-28,"['Travel', 'Gas Stations']",MARATHON PETRO2197 01-27 MURRAY
32708,5.0,2019-05-30,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
49469,13.77,2018-12-22,"['Shops', 'Clothing and Accessories']",T.J.Maxx
79909,17.0,2020-02-24,['Service'],Recurring Payment - WIX.COM*610525371
72753,50.0,2020-10-19,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 10/16
32292,5.0,2019-10-30,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
44049,10.5,2018-01-05,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
121068,9.99,2019-12-02,"['Shops', 'Supermarkets and Groceries']",White Castle
73588,5.0,2020-07-09,"['Service', 'Personal Care']",GLOBALPOK GOLD COIN gp@vgw.co 07/08
84607,53.46,2019-02-04,"['Shops', 'Pets']",CHEWY.COM
32376,5.0,2019-10-01,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
68004,25.75,2020-07-20,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
29385,8.86,2020-10-31,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
63193,16.0,2019-12-19,"['Shops', 'Digital Purchase']",Audible
55610,26.71,2020-06-15,"['Service', 'Food and Beverage']",DOORDASH*CHICK-FIL WWW.DOORDASH.
3357,268.67,2019-10-18,"['Transfer', 'Debit']",ALLY CASHBACK
66242,10.0,2020-12-14,"['Food and Drink', 'Restaurants']",Chick-Fil-A
32681,5.0,2019-06-10,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
80938,208.61,2020-11-04,"['Shops', 'Beauty Products']",Sephora
72749,20.0,2020-10-19,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 10/16
717,17.56,2019-03-19,"['Shops', 'Clothing and Accessories']",T.J.Maxx
35088,8.11,2020-09-28,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
15493,4.99,2019-06-07,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
42490,13.87,2020-11-24,"['Service', 'Shipping and Freight']",UPS
32080,105.0,2020-02-01,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
26954,51.27,2020-04-30,"['Travel', 'Gas Stations']",Cumberland Farms
99021,10.0,2019-09-09,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 09/06
63455,6.51,2019-06-12,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
73340,50.0,2020-08-13,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 08/12
32290,5.0,2019-10-31,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
86429,14.95,2019-02-28,"['Shops', 'Digital Purchase']",Audible
69488,3.0,2019-01-25,"['Travel', 'Public Transportation Services']",Ventra 98 N. Wabash CHICAGO IL 01/25
83201,13.78,2020-06-12,"['Shops', 'Discount Stores']",Dollar Tree
89861,11.66,2020-12-22,"['Shops', 'Discount Stores']",Dollar Tree
127217,15.09,2020-01-22,"['Food and Drink', 'Restaurants', 'Fast Food']",White Castle
54442,6.0,2019-10-02,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 10/01
97686,14.74,2020-09-17,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 09/17
70025,7.34,2020-07-27,"['Food and Drink', 'Restaurants']",Chick-Fil-A
78739,33.76,2020-12-09,"['Shops', 'Clothing and Accessories']",T J MAXX 808 COLUMBUS
91564,2.0,2020-12-28,"['Travel', 'Parking']",POS DEBIT NYCDOT PARKING METERS
45603,5.0,2018-07-30,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
32543,10.0,2019-08-05,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
85377,12.86,2020-04-08,"['Service', 'Shipping and Freight']",UPS
72752,50.0,2020-10-19,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 10/16
25345,12.71,2019-04-08,"['Food and Drink', 'Restaurants']",HN-DUNKIN ST211
67998,19.53,2020-07-24,"['Travel', 'Gas Stations']",QuikTrip
32706,5.0,2019-05-31,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
104389,13.21,2021-01-09,"['Travel', 'Gas Stations']",Sheetz
55893,26.41,2020-03-23,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
94073,19.79,2020-12-31,"['Food and Drink', 'Restaurants']",Tropical Smoothie Cafe
54372,6.0,2019-11-12,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 11/11
95000,12.83,2020-09-30,"['Service', 'Insurance']",State Farm
98846,10.0,2019-10-29,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 10/28
58646,38.06,2019-05-17,"['Travel', 'Gas Stations']",QuikTrip
27009,22.28,2020-04-13,"['Shops', 'Convenience Stores']",Cumberland Farms
32295,5.0,2019-10-29,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
92444,53.4,2020-08-19,"['Shops', 'Pets']",CHEWY.COM FL PMT-T3FCPCBE2J
87369,124.79,2020-07-24,"['Service', 'Insurance']",State Farm
63474,9.13,2019-06-03,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
84812,19.23,2020-11-11,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
111202,13.51,2018-10-01,"['Food and Drink', 'Restaurants']",Tropical Smoothie Cafe
80136,14.95,2019-12-20,['Service'],"Recurring Payment - Wix.Com, Inc."
37176,7.33,2019-09-18,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
25347,26.14,2019-04-08,"['Service', 'Shipping and Freight']",UPS US SHIP 4029357733
90099,113.58,2020-12-23,"['Service', 'Insurance']",State Farm
72743,20.0,2020-10-19,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 10/16
59848,21.26,2019-07-02,"['Travel', 'Gas Stations']",QuikTrip
68714,8.11,2020-12-15,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
38667,10.89,2019-11-12,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
46086,5.0,2018-01-28,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
45601,5.0,2018-07-31,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
3405,191.6,2019-09-27,"['Transfer', 'Debit']",ALLY CASHBACK
45856,6.61,2018-05-03,"['Food and Drink', 'Restaurants', 'Fast Food']",White Castle
73612,5.0,2020-07-07,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 07/06
48894,15.9,2019-10-06,"['Shops', 'Clothing and Accessories']",T.J.Maxx
98748,5.0,2019-11-25,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 11/23
32223,20.0,2019-12-11,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
44387,32.0,2017-08-31,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
88982,2.89,2019-06-17,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
45065,6.65,2016-10-17,"['Food and Drink', 'Restaurants']",DUNKIN #352392 Q3 NEW YORK NY 10/15
72744,20.0,2020-10-19,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 10/16
14125,9.98,2019-11-20,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
84900,12.2,2020-09-30,"['Service', 'Shipping and Freight']",UPS
1808,2.25,2018-10-23,['Food and Drink'],PepsiCo
80634,15.88,2019-07-19,"['Shops', 'Pharmacies']",Duane Reade
109530,358.48,2020-06-05,"['Service', 'Shipping and Freight']",UPS
54250,6.5,2020-01-23,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 01/22
50855,10.78,2020-11-30,['Service'],"Wix.Com, Inc."
99406,20.32,2019-06-03,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 06/02
112246,13.29,2020-09-26,"['Travel', 'Gas Stations']",Sheetz
46010,18.0,2018-03-08,"['Food and Drink', 'Restaurants']",Chick-fil-A
33799,2.51,2020-06-03,"['Travel', 'Gas Stations']",MARATHON PETRO1207 06-01 FORT
60902,12.96,2020-08-03,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
94208,14.38,2020-10-14,"['Food and Drink', 'Restaurants']",Tropical Smoothie Cafe
38757,17.16,2019-11-01,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
94211,19.79,2020-10-13,"['Food and Drink', 'Restaurants']",Tropical Smoothie Cafe
72636,10.0,2020-10-27,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 10/26
50759,10.89,2019-04-04,"['Shops', 'Beauty Products']",Sephora
111237,3.0,2018-09-23,"['Shops', 'Discount Stores']",Dollar Tree
48033,4.31,2020-11-30,"['Shops', 'Beauty Products']",ULTA
54295,6.0,2019-12-18,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 12/17
37243,12.54,2019-09-06,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
51132,21.6,2020-08-24,"['Shops', 'Discount Stores']",Dollar General
25059,2.0,2019-10-18,"['Shops', 'Pharmacies']",Duane Reade
43160,6.75,2017-09-08,"['Food and Drink', 'Restaurants']","DUNKIN #354484 Q35 TITUSVILLE, FL, US"
117584,7.65,2019-03-08,"['Shops', 'Clothing and Accessories', ""Women's Store""]",Ross Dress for Less
68458,21.64,2019-09-27,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
45340,5.0,2018-11-01,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
98723,10.0,2019-12-02,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 11/29
126341,40.12,2021-02-03,"['Travel', 'Gas Stations']",QuikTrip
3469,300.0,2019-08-26,"['Transfer', 'Debit']",ALLY CASHBACK
97177,4.08,2021-01-05,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 01/05
66151,16.0,2019-01-22,"['Shops', 'Digital Purchase']",Audible
14878,29.0,2019-08-14,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
63926,17.53,2020-10-05,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
32978,5.0,2019-02-02,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
95302,3.27,2020-06-09,"['Shops', 'Discount Stores']",Dollar General
32644,5.0,2019-06-25,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
120390,11.83,2020-06-05,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
21849,102.83,2020-07-09,"['Shops', 'Pets']",CHEWY INC
53549,5.29,2019-07-18,"['Food and Drink', 'Restaurants']",TROPICAL SMOOTHIE IA-05
89567,2.5,2019-01-14,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 01/12
103859,8.46,2019-09-09,"['Shops', 'Discount Stores']",Dollar General
1397,3.5,2019-10-18,['Food and Drink'],PepsiCo
22474,4.06,2020-07-06,"['Shops', 'Pharmacies']",JEWEL OSCO 3485 LAKE ZURICH IL 07/04
97242,4.59,2020-12-22,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 12/22
88181,25.0,2019-12-20,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 12/20
3428,150.0,2019-09-18,"['Transfer', 'Debit']",ALLY CASHBACK
15593,20.0,2019-05-28,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
32553,5.0,2019-08-02,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
32770,5.0,2019-05-03,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
72700,100.0,2020-10-21,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 10/20
90669,3.24,2020-10-31,"['Shops', 'Discount Stores']",Dollar Tree
1460,6.71,2019-09-26,"['Food and Drink', 'Restaurants']",Panda Express
45566,5.0,2018-08-10,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
69440,12.76,2019-04-26,"['Shops', 'Supermarkets and Groceries']",Jewel-Osco
85177,14.95,2020-06-23,"['Shops', 'Bookstores']",Audible
13621,3.31,2020-01-13,"['Shops', 'Pharmacies']",Duane Reade
44425,32.0,2017-08-24,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
44357,3.26,2017-09-05,"['Food and Drink', 'Restaurants']",DUNKIN #338221 Q35 BROOKLYN NY 09/02
76944,14.25,2019-08-05,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
97595,3.51,2020-10-05,"['Travel', 'Gas Stations']",MARATHON PETRO12 FLAT ROCK NC 10/04
49416,1.99,2019-01-20,"['Food and Drink', 'Restaurants']",White Castle
3989,1237.3,2018-11-08,"['Transfer', 'Debit']",ALLY CASHBACK
120005,14.08,2020-08-10,"['Service', 'Insurance']",State Farm
112460,27.0,2020-05-05,"['Service', 'Shipping and Freight']","UPS*1ZT80G7U4300004815, 800-811-1648"
32595,18.21,2019-07-15,"['Food and Drink', 'Restaurants']",Chick-fil-A
98543,10.0,2020-01-13,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 01/10
48501,1.08,2020-06-02,"['Shops', 'Discount Stores']",Dollar General
83271,172.32,2020-03-11,"['Shops', 'Clothing and Accessories']",Ross Dress for Less
88356,136.36,2019-11-25,"['Service', 'Insurance']",State Farm
118760,83.78,2021-01-25,"['Shops', 'Clothing and Accessories']",ROSS STORES #1615 CHICAGO IL 01/25
94676,10.0,2021-01-04,"['Shops', 'Digital Purchase']",POS DEBIT GLOBALPOK GOLD COINS TA XBIEX
119072,8.8,2021-01-05,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
41235,19.48,2020-04-14,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
42869,608.95,2018-03-26,"['Transfer', 'Debit']",ALLY CASHBACK
68406,15.0,2019-12-19,"['Shops', 'Discount Stores']",Dollar General
39081,66.53,2019-08-26,"['Travel', 'Gas Stations']",QuikTrip
82826,142.04,2019-02-05,"['Shops', 'Beauty Products']",Sephora
88092,1.25,2020-01-07,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 01/06
96236,10.27,2019-05-09,"['Travel', 'Gas Stations']",Sheetz
97796,13.32,2020-08-24,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 08/23
65565,7.21,2020-03-19,"['Food and Drink', 'Restaurants', 'Fast Food']",White Castle
60181,12.72,2018-12-29,"['Shops', 'Discount Stores']",Dollar Tree
127918,7.79,2021-02-04,"['Shops', 'Pets']",DEBIT CARD AUTHORIZATION CHEWY.COM
45752,5.0,2018-06-12,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
8672,43.93,2019-06-17,"['Shops', 'Clothing and Accessories']",Ross Dress for Less
103475,19.22,2020-02-03,"['Travel', 'Gas Stations']",MARATHON PETRO2197 01-31 MURRAY
8231,125.0,2020-07-09,['Service'],WIX.COM*704656353
37025,6.27,2019-10-17,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
45178,31.0,2016-08-25,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
66149,2.08,2019-01-25,"['Shops', 'Digital Purchase']",Audible
13702,27.5,2020-01-02,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
62815,10.8,2020-12-09,"['Shops', 'Discount Stores']",Dollar General
60603,69.52,2020-11-23,"['Shops', 'Pets']",VISA DDA PUR 469216 CHEWY COM *
38873,10.63,2019-10-07,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
80619,12.95,2019-07-24,['Service'],"WIX*Wix.Com, Inc."
3696,828.5,2019-05-14,"['Transfer', 'Debit']",ALLY CASHBACK
65577,23.54,2020-03-09,"['Shops', 'Beauty Products']",ULTA #1294 LAFAYETTE IN 03/08
51289,8.0,2020-07-09,"['Shops', 'Discount Stores']",Dollar General
45418,5.0,2018-10-01,"['Travel', 'Public Transportation Services']",VENTRA VENDING 10702
79532,22.94,2020-06-26,"['Shops', 'Pharmacies']",Duane Reade
25122,16.54,2019-09-08,"['Shops', 'Beauty Products']",ULTA
79833,12.51,2020-03-16,"['Shops', 'Pharmacies']",Duane Reade
38506,18.71,2019-12-16,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
97219,11.34,2020-12-28,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 12/27
76991,22.22,2019-07-15,"['Travel', 'Gas Stations']",Debit Purchase -visa 07/14 card 6332 Marathon Petro12versailles
119702,14.08,2020-10-08,"['Service', 'Insurance']",State Farm
94458,28.56,2021-01-02,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
48290,22.57,2020-08-26,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
54019,9.5,2020-07-15,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 07/15
14595,17.89,2019-09-13,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
37130,22.0,2019-09-30,"['Food and Drink', 'Restaurants']",Tropical Smoothie Cafe
10218,47.55,2018-10-26,"['Travel', 'Gas Stations']",MARATHON PETRO171066
51863,9.99,2019-11-29,['Service'],WIX.COM*5566583
30601,37.77,2019-06-17,"['Travel', 'Gas Stations']",Sheetz
89905,13.0,2020-12-18,['Service'],"WIX.COM*829463013, 800-6000949, NY, US"
101648,3.82,2021-01-08,"['Travel', 'Gas Stations']",MARATHON PETRO162255 CARRABE
98454,5.0,2020-01-29,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 01/28
23553,54.97,2019-12-04,"['Shops', 'Beauty Products']",ULTA.COM IL 12/04
78151,75.56,2019-07-15,"['Shops', 'Clothing and Accessories']",POINT OF SALE DEBIT ROSS STORE #57
123041,6.35,2020-07-06,"['Food and Drink', 'Restaurants']",Tropical Smoothie Cafe
97483,7.36,2020-10-26,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 10/26
46113,5.0,2018-01-17,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
32428,10.0,2019-09-12,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
45763,5.0,2018-06-08,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
112436,3.74,2020-05-14,"['Shops', 'Discount Stores']",Dollar General
14776,18.5,2019-08-23,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
9251,21.65,2020-05-17,"['Shops', 'Pets']",CHEWY.COM
16885,4.0,2020-09-09,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 09/08
32594,5.0,2019-07-16,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
43186,884.88,2017-08-24,"['Transfer', 'Debit']",ALLY CASHBACK
38327,29.9,2020-04-13,['Service'],WIX.COM*644261561 NY 04/11
54558,3.0,2019-07-12,"['Travel', 'Public Transportation Services']",VENTRA VENDING 12001 CHICAGO IL 07/11
45375,5.0,2018-10-18,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
67809,14.71,2020-10-03,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
94315,19.79,2020-08-28,"['Food and Drink', 'Restaurants']",Tropical Smoothie Cafe
89423,88.56,2019-02-19,"['Service', 'Insurance']",State Farm
21641,48.99,2018-12-17,"['Food and Drink', 'Restaurants']",Hover.Com
23489,3.08,2019-12-26,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
48118,17.67,2020-10-25,"['Shops', 'Clothing and Accessories']",T.J.Maxx
96976,8.37,2020-11-29,"['Shops', 'Clothing and Accessories']",T.J.Maxx
70415,9.57,2020-02-18,"['Shops', 'Clothing and Accessories']",Withdrawal Debit T J MAXX # / 1123
27905,1.06,2019-09-27,"['Shops', 'Convenience Stores']",Cumberland Farms
38512,29.9,2019-12-16,['Service'],"WIX*Wix.Com, Inc. CA 12/11"
35124,15.57,2020-09-22,"['Food and Drink', 'Restaurants']",CHICK-FIL-
19446,6.99,2019-01-28,"['Shops', 'Pharmacies']",Duane Reade
33100,5.0,2018-11-30,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
87639,124.79,2020-05-18,"['Service', 'Insurance']",State Farm
17277,4.0,2020-06-29,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 06/26
60624,27.14,2020-11-16,"['Food and Drink', 'Restaurants']",Tropical Smoothie Cafe
94295,19.79,2020-09-08,"['Food and Drink', 'Restaurants']",Tropical Smoothie Cafe
20985,19.67,2019-12-11,"['Food and Drink', 'Restaurants']",Hover.Com
88160,135.36,2019-12-26,"['Service', 'Insurance']",State Farm
53425,32.93,2019-11-12,"['Travel', 'Gas Stations']",QuikTrip
18430,10.05,2019-10-18,"['Shops', 'Pharmacies']",Duane Reade
44744,5.0,2017-04-25,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
33084,5.0,2018-12-05,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
19478,13.97,2019-01-16,"['Shops', 'Pharmacies']",Duane Reade
45526,5.0,2018-08-28,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
45415,5.0,2018-10-02,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
125183,12.69,2021-02-01,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
72667,20.0,2020-10-23,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 10/22
127672,4.28,2020-05-11,"['Travel', 'Gas Stations']",MARATHON PETRO143768
14394,5.0,2019-10-09,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
26121,55.38,2020-10-23,"['Shops', 'Convenience Stores']",Cumberland Farms
96117,36.37,2019-06-26,"['Travel', 'Gas Stations']",Sheetz
34053,5.15,2020-03-23,"['Travel', 'Gas Stations']",MARATHON PETRO1207 03-21 FORT
65116,38.61,2020-12-11,"['Shops', 'Beauty Products']",Sephora
27655,56.17,2019-11-12,"['Travel', 'Gas Stations']",Cumberland Farms
53440,10.7,2019-11-02,"['Shops', 'Discount Stores']",Dollar Tree
99355,5.0,2019-06-17,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 06/14
63317,6.46,2019-10-05,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
44277,32.0,2017-10-10,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
33094,9.2,2018-12-02,"['Shops', 'Supermarkets and Groceries']",Jewel-Osco
98905,32.49,2019-10-15,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 10/12
21628,53.99,2018-12-22,"['Food and Drink', 'Restaurants']",Hover.Com
53593,28.84,2019-06-06,"['Shops', 'Clothing and Accessories']",T.J.Maxx
27766,63.1,2019-10-21,"['Shops', 'Convenience Stores']",Cumberland Farms
17430,2.5,2020-06-04,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 06/03
15245,4.0,2019-07-19,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
46006,5.0,2018-03-09,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
118270,2.0,2021-01-28,"['Travel', 'Parking']",POS DEBIT NYCDOT PARKING METERS
25569,30.49,2018-12-21,"['Shops', 'Beauty Products']",Sephora
106944,2.68,2020-05-18,"['Shops', 'Supermarkets and Groceries']",PETE'S GENERAL
88090,1.0,2020-01-07,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 01/06
53240,11.45,2020-10-07,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
53334,7.4,2020-06-06,"['Food and Drink', 'Restaurants']",Tropical Smoothie Cafe
117981,25.0,2021-01-25,"['Food and Drink', 'Restaurants']",Chick-Fil-A
15465,6.0,2019-06-10,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
54733,8.66,2019-03-27,"['Food and Drink', 'Restaurants', 'Fast Food']",White Castle
65764,16.0,2019-10-21,"['Shops', 'Digital Purchase']",Audible
16789,31.67,2020-09-24,"['Shops', 'Pharmacies']",Duane Reade
41213,9.86,2020-05-12,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
44287,5.0,2017-10-06,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
1400,3.5,2019-10-17,['Food and Drink'],PepsiCo
104869,52.0,2020-08-14,"['Service', 'Insurance']",State Farm
33923,8.47,2020-05-04,"['Travel', 'Gas Stations']",MARATHON PETRO1207 05-02 FORT
112939,59.51,2021-01-24,"['Shops', 'Discount Stores']",Dollar General
64500,23.81,2020-07-15,['Service'],Recurring Payment - WIX.COM*701171231
102819,6.42,2020-11-17,"['Shops', 'Discount Stores']",Dollar General
45911,5.0,2018-04-12,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
32389,5.0,2019-09-27,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
106267,57.53,2020-10-26,"['Travel', 'Gas Stations']",MARATHON PETRO149120
44865,3.36,2017-02-06,"['Food and Drink', 'Restaurants']",DUNKIN #340423 Q35 NEW YORK NY 02/05
77335,16.65,2020-12-17,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
53338,16.32,2020-05-25,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
73916,10.0,2020-05-26,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 05/25
34390,25.0,2020-11-19,"['Shops', 'Beauty Products']",POS DEBIT ULTA #199
13996,28.78,2019-12-11,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
26675,28.55,2020-06-24,"['Shops', 'Convenience Stores']",Cumberland Farms
3553,212.6,2019-07-17,"['Transfer', 'Debit']",ALLY CASHBACK
45388,5.0,2018-10-11,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
38149,31.78,2020-07-13,['Service'],WIX.COM*711379011 NY 07/11
65898,16.0,2019-07-19,"['Shops', 'Digital Purchase']",Audible
91161,16.71,2020-12-28,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
97430,4.08,2020-11-10,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 11/10
98447,21.38,2020-01-30,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 01/30
14194,24.5,2019-11-12,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
45365,5.0,2018-10-23,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
34944,6.98,2020-10-14,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
9193,52.0,2020-07-15,"['Shops', 'Pets']",CHEWY.COM
19732,3.0,2020-10-27,"['Travel', 'Parking']",POS DEBIT NYCDOT PARKING METERS
